unit_id,unit_name,type,tonnage,Age of War / Star League,Early Succession War,Late Succession War - LosTech,Late Succession War - Renaissance,Clan Invasion,Civil War,Jihad,Early Republic,Dark Age,ilClan
5316,Tyre  ,Aerospace,55,,,HW Clan General,HW Clan General,HW Clan General; IS Clan General,HW Clan General; IS Clan General,Escorpión Imperio; HW Clan General; IS Clan General; Society,Escorpión Imperio; IS Clan General,Escorpión Imperio; IS Clan General; Scorpion Empire,IS Clan General; Scorpion Empire
3339,Tyre (Michiko),Aerospace,55,,,,,,Clan Blood Spirit; Unique,Clan Blood Spirit; Unique,,,
5317,Tyre 2,Aerospace,55,,,HW Clan General,HW Clan General,HW Clan General; IS Clan General,HW Clan General; IS Clan General,Escorpión Imperio; HW Clan General; IS Clan General; Society,Escorpión Imperio; IS Clan General,Escorpión Imperio; IS Clan General; Scorpion Empire,IS Clan General; Scorpion Empire
5315,Tyre 3,Aerospace,55,,,,,,,,Clan Hell's Horses; Rasalhague Dominion,Clan Hell's Horses; Rasalhague Dominion,Clan Hell's Horses; Rasalhague Dominion
7412,UTR-588 Recovery Vehicle,Support Vehicle,90,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
5547,Uller (Kit Fox) (Rood),BattleMech,30,,,,,,,Clan Ice Hellion; Unique,Extinct,Extinct,
3340,Uller (Kit Fox) A,BattleMech,30,,Clan Cloud Cobra; Clan Jade Falcon,Clan Blood Spirit; Clan Cloud Cobra; Clan Coyote; Clan Diamond Shark; Clan Ghost Bear; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder,HW Clan General,HW Clan General; IS Clan General; Wolf's Dragoons,HW Clan General; IS Clan General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Society; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3341,Uller (Kit Fox) B,BattleMech,30,,Clan Cloud Cobra; Clan Jade Falcon,Clan Blood Spirit; Clan Cloud Cobra; Clan Coyote; Clan Diamond Shark; Clan Ghost Bear; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder,HW Clan General,HW Clan General; IS Clan General; Wolf's Dragoons,HW Clan General; IS Clan General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Society; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
7632,Uller (Kit Fox) BLO,BattleMech,30,,,,,,,,,ComStar; Unique,
3342,Uller (Kit Fox) C,BattleMech,30,,,,,HW Clan General; IS Clan General; Wolf's Dragoons,HW Clan General; IS Clan General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Society; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3343,Uller (Kit Fox) D,BattleMech,30,,Clan Cloud Cobra; Clan Jade Falcon,Clan Blood Spirit; Clan Cloud Cobra; Clan Coyote; Clan Diamond Shark; Clan Ghost Bear; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder,HW Clan General,HW Clan General; IS Clan General; Wolf's Dragoons,HW Clan General; IS Clan General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Society; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3344,Uller (Kit Fox) E,BattleMech,30,,,,,HW Clan General; IS Clan General; Wolf's Dragoons,HW Clan General; IS Clan General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Society; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3345,Uller (Kit Fox) F,BattleMech,30,,,,,,,Escorpión Imperio; HW Clan General; IS Clan General; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
5486,Uller (Kit Fox) G,BattleMech,30,,,,,HW Clan General; IS Clan General; Wolf's Dragoons,HW Clan General; IS Clan General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Society; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3346,Uller (Kit Fox) H,BattleMech,30,,,,,Clan Blood Spirit; Clan Cloud Cobra; Clan Coyote; Clan Fire Mandrill; Clan Goliath Scorpion; Clan Ice Hellion; Clan Snow Raven; Clan Star Adder; IS Clan General; Wolf's Dragoons,HW Clan General; IS Clan General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Society; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
6932,Uller (Kit Fox) I,BattleMech,30,,,,,,,,,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
7744,Uller (Kit Fox) J,BattleMech,30,,,,,HW Clan General; IS Clan General; Wolf's Dragoons,HW Clan General; IS Clan General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Society; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
7745,Uller (Kit Fox) K,BattleMech,30,,,,,,,,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3347,Uller (Kit Fox) Prime,BattleMech,30,,Clan Cloud Cobra; Clan Jade Falcon,Clan Blood Spirit; Clan Cloud Cobra; Clan Coyote; Clan Diamond Shark; Clan Ghost Bear; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder,HW Clan General,HW Clan General; IS Clan General; Wolf's Dragoons,HW Clan General; IS Clan General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Society; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
6931,Uller (Kit Fox) R,BattleMech,30,,,,,,,,,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3348,Uller (Kit Fox) S,BattleMech,30,,,,,HW Clan General; IS Clan General; Wolf's Dragoons,HW Clan General; IS Clan General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Society; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
7743,Uller (Kit Fox) T,BattleMech,30,,,,,,,,,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3349,Uller (Kit Fox) U,BattleMech,30,,,,,,,Escorpión Imperio; HW Clan General; IS Clan General; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
7746,Uller (Kit Fox) V,BattleMech,30,,,,,HW Clan General; IS Clan General; Wolf's Dragoons,HW Clan General; IS Clan General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Society; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3350,Uller (Kit Fox) W,BattleMech,30,,,,,HW Clan General; IS Clan General; Wolf's Dragoons,HW Clan General; IS Clan General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Society; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Mercenary; Raven Alliance; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf; Clan Wolf (in Exile); ComStar; Escorpión Imperio; Raven Alliance; Scorpion Empire; Wolf's Dragoons,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
5319,Uma JumpShip  ,Advanced Aerospace,0,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Draconis Combine,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
5320,Umbra RF-1,Aerospace,30,,,,,,,,Republic of the Sphere,Republic of the Sphere,Star League (Clan Smoke Jaguar)
8383,"Undine Battle Armor ""Sebastian"" (Sqd4)",Infantry,1.5,,,,,,,,,Solaris 7; Unique,Solaris 7; Unique
3351,Undine Battle Armor (Sqd4),Infantry,1,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,Raven Alliance; Republic of the Sphere,Raven Alliance
8596,Undine Battle Armor (Sqd5),Infantry,1,,,,,Clan Diamond Shark; Clan Goliath Scorpion; Clan Wolf,Clan Diamond Shark; Clan Goliath Scorpion; Clan Wolf,Clan Diamond Shark; Clan Goliath Scorpion; Clan Wolf; Escorpión Imperio,Clan Diamond Shark; Clan Wolf; Escorpión Imperio,Escorpión Imperio; IS Clan General; Scorpion Empire,IS Clan General; Scorpion Empire
8960,Undine Battle Armor (Sqd6),Infantry,1,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
3352,Undine Battle Armor (Upgrade) (Sqd4),Infantry,1,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
8597,Undine Battle Armor (Upgrade) (Sqd5),Infantry,1,,,,,,,Clan Diamond Shark; Clan Goliath Scorpion; Clan Wolf; Escorpión Imperio,Clan Diamond Shark; Clan Wolf; Escorpión Imperio,Clan Hell's Horses; Clan Sea Fox; Clan Wolf; Escorpión Imperio; Scorpion Empire,Clan Hell's Horses; Clan Protectorate; Clan Sea Fox; Scorpion Empire; Star League (Clan Wolf); Wolf Empire
8961,Undine Battle Armor (Upgrade) (Sqd6),Infantry,1,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
5321,Uni ATAE-70 CargoMech,IndustrialMech,70,,,,,Federated Commonwealth; Lyran Alliance; Lyran Commonwealth; Mercenary,Lyran Alliance; Mercenary,Lyran Alliance; Mercenary,Lyran Commonwealth; Mercenary,Lyran Commonwealth,Lyran Commonwealth; Vesper Marches
8101,Uni ATAE-70A ArtilleryMech,IndustrialMech,70,,,,,,,,,Pirates; Unique,Pirates; Unique
6977,Uni ATAE-70M MiltiaMech,IndustrialMech,70,,,,,Federated Commonwealth; Lyran Alliance; Lyran Commonwealth; Mercenary,Lyran Alliance; Mercenary,Lyran Alliance; Mercenary,Lyran Commonwealth; Mercenary,Lyran Commonwealth,Lyran Commonwealth
7175,Uni ATAE-70T CargoMech,IndustrialMech,70,,,,,,,Lyran Alliance,Lyran Commonwealth,Lyran Commonwealth,Lyran Commonwealth; Vesper Marches
5323,Union (2708),Aerospace,3600,Capellan Confederation; Federated Suns; Free Worlds League; Lyran Commonwealth; Rim Worlds Republic - Home Guard; Rim Worlds Republic - Terran Corps; Star League Regular; Star League Royal,ComStar; HW Clan General; Mercenary; Periphery General,ComStar; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,ComStar; Kell Hounds; Periphery General; Wolf's Dragoons,Periphery General,,,,,
5325,Union C,Aerospace,4700,,HW Clan General,,,,,,IS Clan General,,
5763,Union-X (3071),Aerospace,3700,,,,,,,,,,Alyina Mercantile League; Clan Jade Falcon; Star League (Clan Jade Falcon)
6677,Uraeus UAE-7R,BattleMech,75,,,,,,,,,ComStar; Republic of the Sphere,
5327,Urban Enforcer IV,Support Vehicle,0,,,,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation
3361,UrbanMech IIC  ,BattleMech,30,,HW Clan General,HW Clan General,HW Clan General,Clan Coyote; Clan Goliath Scorpion; Clan Hell's Horses; Clan Ice Hellion; Clan Snow Raven,Clan Coyote; Clan Goliath Scorpion; Clan Hell's Horses; Clan Ice Hellion; Clan Snow Raven,Clan Coyote; Clan Goliath Scorpion; Clan Hell's Horses; Clan Ice Hellion; Clan Snow Raven; Escorpión Imperio; Society,Clan Hell's Horses; Escorpión Imperio,Clan Hell's Horses; Escorpión Imperio; Scorpion Empire,Clan Hell's Horses; Scorpion Empire
3362,UrbanMech IIC 2,BattleMech,30,,,,,,,Clan Hell's Horses,Clan Hell's Horses,Clan Hell's Horses,Clan Hell's Horses
3353,UrbanMech UM-AIV,BattleMech,30,,,,,,,Capellan Confederation; Federated Suns; Free Worlds League; Mercenary; Taurian Concordat; Word of Blake,Inner Sphere General; Mercenary; Periphery General,Inner Sphere General; Periphery General,Inner Sphere General; Periphery General
9498,UrbanMech UM-R27,BattleMech,30,,,,,,,,,,Kell Hounds; Tamar Pact; Vesper Marches
5328,UrbanMech UM-R50,BattleMech,30,,,Capellan Confederation,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
3354,UrbanMech UM-R60,BattleMech,30,Capellan Confederation; Star League Regular; Terran Hegemony,Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Star League in Exile; Taurian Concordat,ComStar; Inner Sphere General; Kell Hounds; Mercenary; Periphery General,ComStar; Inner Sphere General; Kell Hounds; Mercenary; Periphery General,Inner Sphere General; Kell Hounds; Mercenary; Periphery General,Inner Sphere General; Kell Hounds; Mercenary; Periphery General,Escorpión Imperio; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Capellan Confederation; Escorpión Imperio; Periphery General,Escorpión Imperio; Marian Hegemony; Pirates; Scorpion Empire,Marian Hegemony; Pirates; Scorpion Empire
3355,UrbanMech UM-R60L,BattleMech,30,,,Capellan Confederation,Capellan Confederation; St. Ives Compact,Capellan Confederation; St. Ives Compact,Capellan Confederation; Periphery General; St. Ives Compact,Capellan Confederation; Periphery General,Capellan Confederation; Periphery General,Extinct,
3356,UrbanMech UM-R63,BattleMech,30,,,,,Capellan Confederation; ComStar; Mercenary,Capellan Confederation; ComStar; Kell Hounds; Magistracy of Canopus; Mercenary; Taurian Concordat; Wolf's Dragoons,Capellan Confederation; ComStar; Kell Hounds; Magistracy of Canopus; Mercenary; Taurian Concordat; Wolf's Dragoons,Capellan Confederation; Fronc Reaches; Magistracy of Canopus; Taurian Concordat,Escorpión Imperio; Scorpion Empire,
3357,UrbanMech UM-R68,BattleMech,30,,,,,,Draconis Combine; Federated Commonwealth; Federated Suns,Draconis Combine; Federated Suns,Capellan Confederation; Draconis Combine; Federated Suns,Capellan Confederation,Capellan Confederation
3358,UrbanMech UM-R69,BattleMech,30,,,,,,Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Periphery General,Inner Sphere General; Periphery General,Capellan Confederation; Free Worlds League; Lyran Commonwealth; Periphery General
3359,UrbanMech UM-R70,BattleMech,30,,,,,,Federated Commonwealth; Federated Suns,Federated Suns,Capellan Confederation; Federated Suns; Free Worlds League (Marik-Stewart Commonwealth); Magistracy of Canopus,Federated Suns; Magistracy of Canopus,Federated Suns; Magistracy of Canopus
